what,kind,bundleId,bundleVersion,description,time
error,log,,,"Info: Rebuilding internal caches: /Users/hasegawataichi/Documents/git-repo/github-taitioooo/eclipse/.metadata/.plugins/com.python.pydev.analysis/python_v1_bm109oo8jsa5gnqmc06ekl12p/python.pydevsysteminfo (Expected error to be provided and got no error!)",1330704508533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704526297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1330704526368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704529258
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1330704542129
error,log,,,"Info: Rebuilding internal caches: /Users/hasegawataichi/Documents/git-repo/github-taitioooo/eclipse/.metadata/.plugins/org.eclipse.core.resources/.projects/Test/com.python.pydev.analysis/AdditionalProjectInterpreterInfo.pydevinfo (Expected error to be provided and got no error!)",1330704542303
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1330704542430
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1330704542705
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1330704542764
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1330704542884
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1330704551692
started,bundle,org.python.pydev.red_core,2.4.0.2012020116,"org.python.pydev.red_core",1330704551710
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1330704551792
opened,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1330704552105
activated,perspective,org.python.pydev,2.4.0.2012020116,"org.python.pydev.ui.PythonPerspective",1330704552180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704552238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1330704552320
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704556252
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1330704591743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704591842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704595723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704692065
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1330704694695
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330704694699
started,bundle,org.python.pydev.customizations,2.4.0.2012020116,"org.python.pydev.customizations",1330704694738
started,bundle,org.python.pydev.debug,2.4.0.2012020116,"org.python.pydev.debug",1330704701132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704701182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704705025
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.debug",1330704705086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704706091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704715943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704722492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704738489
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704746564
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1330704751839
error,log,,,"Unable to get project for the run",1330704752163
error,log,,,"Could not recognize: 'org.python.pydev.django.launching.DjangoLaunchConfigurationType' using default python interpreter manager.",1330704752165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704773658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704775638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330704789309
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1330704830595
